,Country Name,Country Code,Indicator Name,Indicator Code,Year,Population
34,Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
35,Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
36,Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
37,Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
38,China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
39,Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
40,Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
41,"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
42,"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
43,Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
44,Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
45,Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
46,Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
47,Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
48,Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
49,Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
50,Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
51,Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
52,Czech Republic,CZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
53,Germany,DEU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
54,Djibouti,DJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
55,Dominica,DMA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
56,Denmark,DNK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
57,Dominican Republic,DOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
58,Algeria,DZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
59,East Asia & Pacific (excluding high income),EAP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
60,Early-demographic dividend,EAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
61,East Asia & Pacific,EAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
62,Europe & Central Asia (excluding high income),ECA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
63,Europe & Central Asia,ECS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
64,Ecuador,ECU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
65,"Egypt, Arab Rep.",EGY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
66,Euro area,EMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
67,Eritrea,ERI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
68,Spain,ESP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
69,Estonia,EST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
70,Ethiopia,ETH,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
71,European Union,EUU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
72,Fragile and conflict affected situations,FCS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
73,Finland,FIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
74,Fiji,FJI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
75,France,FRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
76,Faroe Islands,FRO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
77,"Micronesia, Fed. Sts.",FSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
78,Gabon,GAB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
79,United Kingdom,GBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
80,Georgia,GEO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
81,Ghana,GHA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
82,Gibraltar,GIB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
83,Guinea,GIN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
84,"Gambia, The",GMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
85,Guinea-Bissau,GNB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
86,Equatorial Guinea,GNQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
87,Greece,GRC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
88,Grenada,GRD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
89,Greenland,GRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
90,Guatemala,GTM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
91,Guam,GUM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
92,Guyana,GUY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
93,High income,HIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
94,"Hong Kong SAR, China",HKG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
95,Honduras,HND,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
96,Heavily indebted poor countries (HIPC),HPC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
97,Croatia,HRV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
98,Haiti,HTI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
99,Hungary,HUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
100,IBRD only,IBD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
101,IDA & IBRD total,IBT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
102,IDA total,IDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
103,IDA blend,IDB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
104,Indonesia,IDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
105,IDA only,IDX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
106,Isle of Man,IMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
107,India,IND,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
108,Not classified,INX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
109,Ireland,IRL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
110,"Iran, Islamic Rep.",IRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
111,Iraq,IRQ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
112,Iceland,ISL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
113,Israel,ISR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
114,Italy,ITA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
115,Jamaica,JAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
116,Jordan,JOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
117,Japan,JPN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
118,Kazakhstan,KAZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
119,Kenya,KEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
120,Kyrgyz Republic,KGZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
121,Cambodia,KHM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
122,Kiribati,KIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
123,St. Kitts and Nevis,KNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
124,"Korea, Rep.",KOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
125,Kuwait,KWT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
126,Latin America & Caribbean (excluding high income),LAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
127,Lao PDR,LAO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
128,Lebanon,LBN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
129,Liberia,LBR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
130,Libya,LBY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
131,St. Lucia,LCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
132,Latin America & Caribbean,LCN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
133,Least developed countries: UN classification,LDC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
134,Low income,LIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
135,Liechtenstein,LIE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
136,Sri Lanka,LKA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
137,Lower middle income,LMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
138,Low & middle income,LMY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
139,Lesotho,LSO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
140,Late-demographic dividend,LTE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
141,Lithuania,LTU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
142,Luxembourg,LUX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
143,Latvia,LVA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
144,"Macao SAR, China",MAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
145,St. Martin (French part),MAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
146,Morocco,MAR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
147,Monaco,MCO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
148,Moldova,MDA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
149,Madagascar,MDG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
150,Maldives,MDV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
151,Middle East & North Africa,MEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
152,Mexico,MEX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
153,Marshall Islands,MHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
154,Middle income,MIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
155,"Macedonia, FYR",MKD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
156,Mali,MLI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
157,Malta,MLT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
158,Myanmar,MMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
159,Middle East & North Africa (excluding high income),MNA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
160,Montenegro,MNE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
161,Mongolia,MNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
162,Northern Mariana Islands,MNP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
163,Mozambique,MOZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
164,Mauritania,MRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
165,Mauritius,MUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
166,Malawi,MWI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
167,Malaysia,MYS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
168,North America,NAC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
169,Namibia,NAM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
170,New Caledonia,NCL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
171,Niger,NER,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
172,Nigeria,NGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
173,Nicaragua,NIC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
174,Netherlands,NLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
175,Norway,NOR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
176,Nepal,NPL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
177,Nauru,NRU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
178,New Zealand,NZL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
179,OECD members,OED,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
180,Oman,OMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
181,Other small states,OSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
182,Pakistan,PAK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
183,Panama,PAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
184,Peru,PER,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
185,Philippines,PHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
186,Palau,PLW,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
187,Papua New Guinea,PNG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
188,Poland,POL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
189,Pre-demographic dividend,PRE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
190,Puerto Rico,PRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
191,"Korea, Dem. People’s Rep.",PRK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
192,Portugal,PRT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
193,Paraguay,PRY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
194,West Bank and Gaza,PSE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
195,Pacific island small states,PSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
196,Post-demographic dividend,PST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
197,French Polynesia,PYF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
198,Qatar,QAT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
199,Romania,ROU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
200,Russian Federation,RUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
201,Rwanda,RWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
202,South Asia,SAS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
203,Saudi Arabia,SAU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
204,Sudan,SDN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
205,Senegal,SEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
206,Singapore,SGP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
207,Solomon Islands,SLB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
208,Sierra Leone,SLE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
209,El Salvador,SLV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
210,San Marino,SMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
211,Somalia,SOM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
212,Serbia,SRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
213,Sub-Saharan Africa (excluding high income),SSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
214,South Sudan,SSD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
215,Sub-Saharan Africa,SSF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
216,Small states,SST,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
217,Sao Tome and Principe,STP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
218,Suriname,SUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
219,Slovak Republic,SVK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
220,Slovenia,SVN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
221,Sweden,SWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
222,Swaziland,SWZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
223,Sint Maarten (Dutch part),SXM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
224,Seychelles,SYC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
225,Syrian Arab Republic,SYR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
226,Turks and Caicos Islands,TCA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
227,Chad,TCD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
228,East Asia & Pacific (IDA & IBRD countries),TEA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
229,Europe & Central Asia (IDA & IBRD countries),TEC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
230,Togo,TGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
231,Thailand,THA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
232,Tajikistan,TJK,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
233,Turkmenistan,TKM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
234,Latin America & the Caribbean (IDA & IBRD countries),TLA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
235,Timor-Leste,TLS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
236,Middle East & North Africa (IDA & IBRD countries),TMN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
237,Tonga,TON,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
238,South Asia (IDA & IBRD),TSA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
239,Sub-Saharan Africa (IDA & IBRD countries),TSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
240,Trinidad and Tobago,TTO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
241,Tunisia,TUN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
242,Turkey,TUR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
243,Tuvalu,TUV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
244,Tanzania,TZA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
245,Uganda,UGA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
246,Ukraine,UKR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
247,Upper middle income,UMC,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
248,Uruguay,URY,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
249,United States,USA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
250,Uzbekistan,UZB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
251,St. Vincent and the Grenadines,VCT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
252,"Venezuela, RB",VEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
253,British Virgin Islands,VGB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
254,Virgin Islands (U.S.),VIR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
255,Vietnam,VNM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
256,Vanuatu,VUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
257,World,WLD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
258,Samoa,WSM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
259,Kosovo,XKX,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
260,"Yemen, Rep.",YEM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
261,South Africa,ZAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
262,Zambia,ZMB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
263,Zimbabwe,ZWE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1960,
264,Aruba,ABW,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
265,Afghanistan,AFG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
266,Angola,AGO,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
267,Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
268,Andorra,AND,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
269,Arab World,ARB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
270,United Arab Emirates,ARE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
271,Argentina,ARG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
272,Armenia,ARM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
273,American Samoa,ASM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
274,Antigua and Barbuda,ATG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
275,Australia,AUS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
276,Austria,AUT,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
277,Azerbaijan,AZE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
278,Burundi,BDI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
279,Belgium,BEL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
280,Benin,BEN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
281,Burkina Faso,BFA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
282,Bangladesh,BGD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
283,Bulgaria,BGR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
284,Bahrain,BHR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
285,"Bahamas, The",BHS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
286,Bosnia and Herzegovina,BIH,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
287,Belarus,BLR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
288,Belize,BLZ,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
289,Bermuda,BMU,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
290,Bolivia,BOL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
291,Brazil,BRA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
292,Barbados,BRB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
293,Brunei Darussalam,BRN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
294,Bhutan,BTN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
295,Botswana,BWA,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
296,Central African Republic,CAF,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
297,Canada,CAN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
298,Central Europe and the Baltics,CEB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
299,Switzerland,CHE,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
300,Channel Islands,CHI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
301,Chile,CHL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
302,China,CHN,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
303,Cote d'Ivoire,CIV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
304,Cameroon,CMR,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
305,"Congo, Dem. Rep.",COD,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
306,"Congo, Rep.",COG,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
307,Colombia,COL,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
308,Comoros,COM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
309,Cabo Verde,CPV,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
310,Costa Rica,CRI,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
311,Caribbean small states,CSS,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
312,Cuba,CUB,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
313,Curacao,CUW,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
314,Cayman Islands,CYM,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
315,Cyprus,CYP,Access to electricity (% of population),EG.ELC.ACCS.ZS,1961,
